Tick (ms),ADC Value,ForceValue
32364,255,172.5206897
32366,450,304.4482759
32368,424,286.857931
32370,324,219.2027586
32372,490,331.5103448
32374,476,322.0386207
32376,370,250.3241379
32378,506,342.3351724
32380,444,300.3889655
32382,347,234.7634483
32384,494,334.2165517
32386,398,269.2675862
32388,369,249.6475862
32390,533,360.602069
32392,291,196.8765517
32394,358,242.2055172
32396,493,333.54
32398,331,223.9386207
32400,324,219.2027586
32402,439,297.0062069
32404,519,351.1303448
32406,600,405.9310345
32408,504,340.982069
32410,373,252.3537931
32412,566,382.9282759
32414,412,278.7393103
32416,363,245.5882759
32418,261,176.58
32420,427,288.8875862
32422,715,483.7344828
32424,623,421.4917241
32426,827,559.5082759
32428,667,451.26
32430,678,458.702069
32432,659,445.8475862
32434,344,232.7337931
32436,-93,-62.91931034
32438,132,89.30482759
32440,318,215.1434483
32442,634,428.9337931
32444,1086,734.7351724
32446,1430,967.4689655
32448,1150,778.0344828
32450,1477,999.2668966
32452,1356,917.4041379
32454,1153,780.0641379
32456,1383,935.6710345
32458,1379,932.9648276
32460,1707,1154.873793
32462,2100,1420.758621
32464,2136,1445.114483
32466,2170,1468.117241
32468,2405,1627.106897
32470,2302,1557.422069
32472,2465,1667.7
32474,2550,1725.206897
32476,2343,1585.16069
32478,2682,1814.511724
32480,2905,1965.382759
32482,2510,1698.144828
32484,2519,1704.233793
32486,2445,1654.168966
32488,2219,1501.268276
32490,2454,1660.257931
32492,2438,1649.433103
32494,1978,1338.21931
32496,1963,1328.071034
32498,1969,1332.130345
32500,1627,1100.749655
32502,1681,1137.283448
32504,1471,995.2075862
32506,1013,685.3468966
32508,1044,706.32
32510,921,623.1041379
32512,527,356.5427586
32514,515,348.4241379
32516,344,232.7337931
32518,-27,-18.26689655
32520,43,29.09172414
32522,49,33.15103448
32524,-158,-106.8951724
32526,-22,-14.88413793
32528,20,13.53103448
32530,-149,-100.8062069
32532,-99,-66.97862069
32534,27,18.26689655
32536,-185,-125.162069
32538,-25,-16.9137931
32540,84,56.83034483
32542,-37,-25.03241379
32544,152,102.8358621
32546,129,87.27517241
32548,63,42.62275862
32550,120,81.1862069
32552,106,71.71448276
32554,17,11.50137931
32556,140,94.71724138
32558,186,125.8386207
32560,101,68.33172414
32562,303,204.9951724
32564,258,174.5503448
32566,185,125.162069
32568,312,211.0841379
32570,391,264.5317241
32572,317,214.4668966
32574,560,378.8689655
32576,536,362.6317241
32578,541,366.0144828
32580,686,464.1144828
32582,634,428.9337931
32584,489,330.8337931
32586,837,566.2737931
32588,716,484.4110345
32590,731,494.5593103
32592,940,635.9586207
32594,835,564.9206897
32596,776,525.0041379
32598,903,610.9262069
32600,690,466.8206897
32602,523,353.8365517
32604,832,562.8910345
32606,653,441.7882759
32608,473,320.0089655
32610,800,541.2413793
32612,517,349.7772414
32614,490,331.5103448
32616,581,393.0765517
32618,414,280.0924138
32620,219,148.1648276
32622,515,348.4241379
32624,323,218.5262069
32626,149,100.8062069
32628,324,219.2027586
32630,262,177.2565517
32632,71,48.03517241
32634,214,144.782069
32636,75,50.74137931
32638,-61,-41.26965517
32640,178,120.4262069
32642,-27,-18.26689655
32644,-42,-28.41517241
32646,73,49.38827586
32648,-67,-45.32896552
32650,-113,-76.45034483
32652,9,6.088965517
32654,-112,-75.7737931
32656,-156,-105.542069
32658,0,0
32660,-92,-62.24275862
32662,-129,-87.27517241
32664,82,55.47724138
32666,-89,-60.21310345
32668,-101,-68.33172414
32670,83,56.1537931
32672,-131,-88.62827586
32674,-4,-2.706206897
32676,-290,-196.2
32678,-62,-41.9462069
32680,-50,-33.82758621
32682,-31,-20.97310345
32684,-200,-135.3103448
32686,-99,-66.97862069
32688,16,10.82482759
32690,-30,-20.29655172
32692,-172,-116.3668966
32694,135,91.33448276
32696,-110,-74.42068966
32698,-61,-41.26965517
32700,141,95.3937931
32702,20,13.53103448
32704,-9,-6.088965517
32706,163,110.277931
32708,-335,-226.6448276
32710,-24,-16.23724138
32712,139,94.04068966
32714,-110,-74.42068966
32716,-1,-0.676551724
32718,71,48.03517241
32720,-131,-88.62827586
32722,82,55.47724138
32724,-19,-12.85448276
32726,-170,-115.0137931
32728,15,10.14827586
32730,-15,-10.14827586
32732,-161,-108.9248276
32734,32,21.64965517
32736,-58,-39.24
32738,-147,-99.45310345
32740,2,1.353103448
32742,-32,-21.64965517
32744,-104,-70.36137931
32746,2,1.353103448
32748,-21,-14.20758621
32750,-118,-79.83310345
32752,52,35.18068966
32754,-30,-20.29655172
32756,-185,-125.162069
32758,26,17.59034483
32760,-33,-22.3262069
32762,-76,-51.41793103
32764,12,8.11862069
32766,-160,-108.2482759
32768,-28,-18.94344828
32770,-395,-267.237931
32772,6,4.059310345
32774,-166,-112.3075862
32776,21,14.20758621
32778,-47,-31.79793103
32780,21,14.20758621
32782,225,152.2241379
32784,125,84.56896552
32786,-49,-33.15103448
32788,8,5.412413793
32790,-20,-13.53103448
32792,43,29.09172414
32794,60,40.59310345
32796,24,16.23724138
32798,1,0.676551724
32800,40,27.06206897
32802,-16,-10.82482759
32804,-20,-13.53103448
32806,-70,-47.35862069
32808,-89,-60.21310345
32810,144,97.42344828
32812,-38,-25.70896552
32814,-16,-10.82482759
32816,-33,-22.3262069
32818,-106,-71.71448276
32820,-24,-16.23724138
32822,-118,-79.83310345
32824,-61,-41.26965517
32826,-146,-98.77655172
32828,-569,-384.957931
32830,196,132.6041379
32832,-565,-382.2517241
32834,90,60.88965517
32836,-216,-146.1351724
32838,-431,-291.5937931
32840,-267,-180.6393103
32842,-489,-330.8337931
32844,-445,-301.0655172
32846,-528,-357.2193103
32848,-693,-468.8503448
32850,-696,-470.88
32852,-563,-380.8986207
32854,-479,-324.0682759
32856,-547,-370.0737931
32858,-513,-347.0710345
32860,-562,-380.222069
32862,-697,-471.5565517
32864,-603,-407.9606897
32866,-602,-407.2841379
32868,-695,-470.2034483
32870,-585,-395.7827586
32872,-660,-446.5241379
32874,-616,-416.7558621
32876,-516,-349.1006897
32878,-666,-450.5834483
32880,-705,-476.9689655
32882,-538,-363.9848276
32884,-619,-418.7855172
32886,-695,-470.2034483
32888,-564,-381.5751724
32890,-669,-452.6131034
32892,-744,-503.3544828
32894,-581,-393.0765517
32896,-712,-481.7048276
32898,-676,-457.3489655
32900,-570,-385.6344828
32902,-778,-526.3572414
32904,-729,-493.2062069
32906,-627,-424.197931
32908,-792,-535.8289655
32910,-700,-473.5862069
32912,-585,-395.7827586
32914,-760,-514.1793103
32916,-634,-428.9337931
32918,-543,-367.3675862
32920,-658,-445.1710345
32922,-574,-388.3406897
32924,-549,-371.4268966
32926,-726,-491.1765517
32928,-569,-384.957931
32930,-551,-372.78
32932,-648,-438.4055172
32934,-482,-326.097931
32936,-447,-302.4186207
32938,-577,-390.3703448
32940,-430,-290.9172414
32942,-442,-299.0358621
32944,-563,-380.8986207
32946,-409,-276.7096552
32948,-430,-290.9172414
32950,-517,-349.7772414
32952,-315,-213.1137931
32954,-411,-278.0627586
32956,-488,-330.1572414
32958,-270,-182.6689655
32960,-403,-272.6503448
32962,-439,-297.0062069
32964,-284,-192.1406897
32966,-430,-290.9172414
32968,-445,-301.0655172
32970,-251,-169.8144828
32972,-379,-256.4131034
32974,-395,-267.237931
32976,-205,-138.6931034
32978,-348,-235.44
32980,-336,-227.3213793
32982,-205,-138.6931034
32984,-353,-238.8227586
32986,-329,-222.5855172
32988,-170,-115.0137931
32990,-330,-223.262069
32992,-282,-190.7875862
32994,-153,-103.5124138
32996,-373,-252.3537931
32998,-314,-212.4372414
33000,-209,-141.3993103
33002,-431,-291.5937931
33004,-371,-251.0006897
33006,-259,-175.2268966
33008,-459,-310.5372414
33010,-372,-251.6772414
33012,-284,-192.1406897
33014,-449,-303.7717241
33016,-373,-252.3537931
33018,-296,-200.2593103
33020,-469,-317.3027586
33022,-366,-247.617931
33024,-268,-181.3158621
33026,-469,-317.3027586
33028,-349,-236.1165517
33030,-283,-191.4641379
33032,-465,-314.5965517
33034,-368,-248.9710345
33036,-262,-177.2565517
33038,-430,-290.9172414
33040,-295,-199.5827586
33042,-217,-146.8117241
33044,-409,-276.7096552
33046,-264,-178.6096552
33048,-206,-139.3696552
33050,-386,-261.1489655
33052,-238,-161.0193103
33054,-180,-121.7793103
33056,-338,-228.6744828
33058,-159,-107.5717241
33060,-131,-88.62827586
33062,-277,-187.4048276
33064,-133,-89.98137931
33066,-108,-73.06758621
33068,-246,-166.4317241
33070,-61,-41.26965517
33072,-25,-16.9137931
33074,-177,-119.7496552
33076,21,14.20758621
33078,-1,-0.676551724
33080,-171,-115.6903448
33082,58,39.24
33084,-32,-21.64965517
33086,-122,-82.53931034
33088,65,43.97586207
33090,-10,-6.765517241
33092,-143,-96.74689655
33094,49,33.15103448
33096,-16,-10.82482759
33098,-151,-102.1593103
33100,31,20.97310345
33102,-52,-35.18068966
33104,-168,-113.6606897
33106,11,7.442068966
33108,-63,-42.62275862
33110,-172,-116.3668966
33112,0,0
33114,-115,-77.80344828
33116,-191,-129.2213793
33118,0,0
33120,-152,-102.8358621
33122,-175,-118.3965517
33124,2,1.353103448
33126,-113,-76.45034483
33128,-146,-98.77655172
33130,3,2.029655172
33132,-122,-82.53931034
33134,-151,-102.1593103
33136,17,11.50137931
33138,-149,-100.8062069
33140,-199,-134.6337931
33142,-46,-31.12137931
33144,-246,-166.4317241
33146,-542,-366.6910345
33148,-27,-18.26689655
33150,462,312.5668966
33152,-24,-16.23724138
33154,314,212.4372414
33156,396,267.9144828
33158,210,142.0758621
33160,264,178.6096552
33162,387,261.8255172
33164,56,37.88689655
33166,138,93.36413793
33168,386,261.1489655
33170,391,264.5317241
33172,622,420.8151724
33174,494,334.2165517
33176,196,132.6041379
33178,364,246.2648276
33180,159,107.5717241
33182,36,24.35586207
33184,163,110.277931
33186,196,132.6041379
33188,819,554.0958621
33190,676,457.3489655
33192,710,480.3517241
33194,446,301.742069
33196,232,156.96
33198,309,209.0544828
33200,319,215.82
33202,266,179.9627586
33204,522,353.16
33206,888,600.777931
33208,-215,-145.4586207
33210,321,217.1731034
33212,365,246.9413793
33214,402,271.9737931
33216,360,243.5586207
33218,885,598.7482759
33220,1263,854.4848276
33222,1858,1257.033103
33224,1789,1210.351034
33226,1784,1206.968276
33228,1321,893.7248276
33230,1489,1007.385517
33232,1583,1070.981379
33234,1624,1098.72
33236,2302,1557.422069
33238,2502,1692.732414
33240,2717,1838.191034
33242,3225,2181.87931
33244,2831,1915.317931
33246,2482,1679.201379
33248,2456,1661.611034
33250,2247,1520.211724
33252,2501,1692.055862
33254,3146,2128.431724
33256,3037,2054.687586
33258,2924,1978.237241
33260,3111,2104.752414
33262,2692,1821.277241
33264,2406,1627.783448
33266,2453,1659.581379
33268,2059,1393.02
33270,1916,1296.273103
33272,2171,1468.793793
33274,1868,1263.798621
33276,1561,1056.097241
33278,1627,1100.749655
33280,1131,765.18
33282,900,608.8965517
33284,998,675.1986207
33286,669,452.6131034
33288,484,327.4510345
33290,581,393.0765517
33292,110,74.42068966
33294,-4,-2.706206897
33296,110,74.42068966
33298,-5,-3.382758621
33300,-57,-38.56344828
33302,122,82.53931034
33304,-27,-18.26689655
33306,-82,-55.47724138
33308,42,28.41517241
33310,-220,-148.8413793
33312,-308,-208.377931
33314,-2,-1.353103448
33316,-75,-50.74137931
33318,-11,-7.442068966
33320,340,230.0275862
33322,104,70.36137931
33324,35,23.67931034
33326,173,117.0434483
33328,-7,-4.735862069
33330,-51,-34.50413793
33332,168,113.6606897
33334,243,164.402069
33336,221,149.517931
33338,432,292.2703448
33340,320,216.4965517
33342,270,182.6689655
33344,380,257.0896552
33346,291,196.8765517
33348,266,179.9627586
33350,598,404.577931
33352,555,375.4862069
33354,622,420.8151724
33356,769,520.2682759
33358,599,405.2544828
33360,386,261.1489655
33362,702,474.9393103
33364,379,256.4131034
33366,447,302.4186207
33368,694,469.5268966
33370,515,348.4241379
33372,570,385.6344828
33374,677,458.0255172
33376,411,278.0627586
33378,451,305.1248276
33380,426,288.2110345
33382,356,240.8524138
33384,385,260.4724138
33386,499,337.5993103
33388,402,271.9737931
33390,362,244.9117241
33392,544,368.0441379
33394,224,151.5475862
33396,265,179.2862069
33398,414,280.0924138
33400,188,127.1917241
33402,221,149.517931
33404,406,274.68
33406,117,79.15655172
33408,228,154.2537931
33410,228,154.2537931
33412,13,8.795172414
33414,106,71.71448276
33416,191,129.2213793
33418,-28,-18.94344828
33420,167,112.9841379
33422,190,128.5448276
33424,-52,-35.18068966
33426,52,35.18068966
33428,-12,-8.11862069
33430,-99,-66.97862069
33432,88,59.53655172
33434,9,6.088965517
33436,-105,-71.03793103
33438,22,14.88413793
33440,-54,-36.5337931
33442,-201,-135.9868966
33444,-30,-20.29655172
33446,-204,-138.0165517
33448,-318,-215.1434483
33450,-62,-41.9462069
33452,-120,-81.1862069
33454,-254,-171.8441379
33456,-40,-27.06206897
33458,-452,-305.8013793
33460,-309,-209.0544828
33462,5,3.382758621
33464,-351,-237.4696552
33466,-144,-97.42344828
33468,-176,-119.0731034
33470,-286,-193.4937931
33472,-166,-112.3075862
33474,0,0
33476,-301,-203.642069
33478,-247,-167.1082759
33480,-195,-131.9275862
33482,-249,-168.4613793
33484,-135,-91.33448276
33486,-182,-123.1324138
33488,-179,-121.1027586
33490,-218,-147.4882759
33492,-59,-39.91655172
33494,-243,-164.402069
33496,-216,-146.1351724
33498,-182,-123.1324138
33500,-231,-156.2834483
33502,-199,-134.6337931
33504,-54,-36.5337931
33506,-264,-178.6096552
33508,-152,-102.8358621
33510,-86,-58.18344828
33512,-255,-172.5206897
33514,-113,-76.45034483
33516,-105,-71.03793103
33518,-251,-169.8144828
33520,5,3.382758621
33522,-13,-8.795172414
33524,-196,-132.6041379
33526,-11,-7.442068966
33528,-64,-43.29931034
33530,-176,-119.0731034
33532,24,16.23724138
33534,-32,-21.64965517
33536,-80,-54.12413793
33538,128,86.59862069
33540,-13,-8.795172414
33542,-173,-117.0434483
33544,-53,-35.85724138
33546,-184,-124.4855172
33548,31,20.97310345
33550,-5,-3.382758621
33552,-58,-39.24
33554,-16,-10.82482759
33556,20,13.53103448
33558,49,33.15103448
33560,71,48.03517241
33562,97,65.62551724
33564,464,313.92
33566,-657,-444.4944828
33568,-850,-575.0689655
33570,-452,-305.8013793
33572,18,12.17793103
33574,-801,-541.917931
33576,103,69.68482759
33578,-153,-103.5124138
33580,-250,-169.137931
33582,323,218.5262069
33584,-198,-133.9572414
33586,-420,-284.1517241
33588,-425,-287.5344828
33590,-780,-527.7103448
33592,-525,-355.1896552
33594,-204,-138.0165517
33596,-262,-177.2565517
33598,-162,-109.6013793
33600,-263,-177.9331034
33602,-423,-286.1813793
33604,-439,-297.0062069
33606,-486,-328.8041379
33608,-532,-359.9255172
33610,-529,-357.8958621
33612,-559,-378.1924138
33614,-368,-248.9710345
33616,-404,-273.3268966
33618,-521,-352.4834483
33620,-474,-320.6855172
33622,-529,-357.8958621
33624,-526,-355.8662069
33626,-428,-289.5641379
33628,-514,-347.7475862
33630,-537,-363.3082759
33632,-493,-333.54
33634,-475,-321.362069
33636,-540,-365.337931
33638,-415,-280.7689655
33640,-413,-279.4158621
33642,-437,-295.6531034
33644,-341,-230.7041379
33646,-439,-297.0062069
33648,-478,-323.3917241
33650,-419,-283.4751724
33652,-507,-343.0117241
33654,-454,-307.1544828
33656,-427,-288.8875862
33658,-409,-276.7096552
33660,-444,-300.3889655
33662,-394,-266.5613793
33664,-561,-379.5455172
33666,-609,-412.02
33668,-463,-313.2434483
33670,-620,-419.462069
33672,-592,-400.5186207
33674,-442,-299.0358621
33676,-541,-366.0144828
33678,-512,-346.3944828
33680,-446,-301.742069
33682,-662,-447.8772414
33684,-632,-427.5806897
33686,-584,-395.1062069
33688,-639,-432.3165517
33690,-494,-334.2165517
33692,-455,-307.8310345
33694,-482,-326.097931
33696,-430,-290.9172414
33698,-426,-288.2110345
33700,-548,-370.7503448
33702,-416,-281.4455172
33704,-442,-299.0358621
33706,-448,-303.0951724
33708,-407,-275.3565517
33710,-293,-198.2296552
33712,-411,-278.0627586
33714,-244,-165.0786207
33716,-249,-168.4613793
33718,-395,-267.237931
33720,-200,-135.3103448
33722,-272,-184.022069
33724,-322,-217.8496552
33726,-117,-79.15655172
33728,-148,-100.1296552
33730,-222,-150.1944828
33732,33,22.3262069
33734,-105,-71.03793103
33736,-149,-100.8062069
33738,29,19.62
33740,-76,-51.41793103
33742,-103,-69.68482759
33744,53,35.85724138
33746,-15,-10.14827586
33748,-33,-22.3262069
33750,153,103.5124138
33752,78,52.77103448
33754,61,41.26965517
33756,222,150.1944828
33758,21,14.20758621
33760,76,51.41793103
33762,182,123.1324138
33764,57,38.56344828
33766,88,59.53655172
33768,157,106.2186207
33770,49,33.15103448
33772,96,64.94896552
33774,198,133.9572414
33776,48,32.47448276
33778,42,28.41517241
33780,158,106.8951724
33782,-71,-48.03517241
33784,-3,-2.029655172
33786,113,76.45034483
33788,-90,-60.88965517
33790,18,12.17793103
33792,133,89.98137931
33794,-56,-37.88689655
33796,39,26.38551724
33798,-15,-10.14827586
33800,-179,-121.1027586
33802,-60,-40.59310345
33804,24,16.23724138
33806,-200,-135.3103448
33808,-77,-52.09448276
33810,7,4.735862069
33812,-185,-125.162069
33814,12,8.11862069
33816,-50,-33.82758621
33818,-224,-151.5475862
33820,-31,-20.97310345
33822,24,16.23724138
33824,-125,-84.56896552
33826,92,62.24275862
33828,83,56.1537931
33830,-58,-39.24
33832,142,96.07034483
33834,112,75.7737931
33836,12,8.11862069
33838,151,102.1593103
33840,180,121.7793103
33842,93,62.91931034
33844,277,187.4048276
33846,263,177.9331034
33848,151,102.1593103
33850,381,257.7662069
33852,300,202.9655172
33854,204,138.0165517
33856,417,282.122069
33858,307,207.7013793
33860,189,127.8682759
33862,477,322.7151724
33864,332,224.6151724
33866,297,200.9358621
33868,508,343.6882759
33870,377,255.06
33872,279,188.757931
33874,490,331.5103448
33876,364,246.2648276
33878,311,210.4075862
33880,512,346.3944828
33882,365,246.9413793
33884,345,233.4103448
33886,483,326.7744828
33888,330,223.262069
33890,359,242.882069
33892,536,362.6317241
33894,383,259.1193103
33896,443,299.7124138
33898,620,419.462069
33900,477,322.7151724
33902,518,350.4537931
33904,654,442.4648276
33906,484,327.4510345
33908,553,374.1331034
33910,693,468.8503448
33912,534,361.2786207
33914,579,391.7234483
33916,713,482.3813793
33918,486,328.8041379
33920,584,395.1062069
33922,665,449.9068966
33924,446,301.742069
33926,557,376.8393103
33928,667,451.26
33930,490,331.5103448
33932,459,310.5372414
33934,536,362.6317241
33936,317,214.4668966
33938,340,230.0275862
33940,862,583.1875862
33942,490,331.5103448
33944,653,441.7882759
33946,664,449.2303448
33948,320,216.4965517
33950,529,357.8958621
33952,523,353.8365517
33954,203,137.34
33956,743,502.677931
33958,417,282.122069
33960,636,430.2868966
33962,778,526.3572414
33964,777,525.6806897
33966,752,508.7668966
33968,585,395.7827586
33970,813,550.0365517
33972,-594,-401.8717241
33974,700,473.5862069
33976,277,187.4048276
33978,840,568.3034483
33980,786,531.7696552
33982,904,611.6027586
33984,1602,1083.835862
33986,1501,1015.504138
33988,1489,1007.385517
33990,1287,870.722069
33992,1428,966.1158621
33994,1592,1077.070345
33996,1518,1027.005517
33998,1915,1295.596552
34000,2447,1655.522069
34002,2309,1562.157931
34004,2597,1757.004828
34006,2411,1631.166207
34008,2130,1441.055172
34010,2396,1621.017931
34012,2604,1761.74069
34014,2578,1744.150345
34016,3026,2047.245517
34018,2937,1987.032414
34020,2830,1914.641379
34022,3028,2048.598621
34024,2733,1849.015862
34026,2336,1580.424828
34028,2498,1690.026207
34030,2328,1575.012414
34032,2242,1516.828966
34034,2566,1736.031724
34036,2232,1510.063448
34038,1856,1255.68
34040,1918,1297.626207
34042,1557,1053.391034
34044,1202,813.2151724
34046,1300,879.5172414
34048,1014,686.0234483
34050,718,485.7641379
34052,792,535.8289655
34054,488,330.1572414
34056,219,148.1648276
34058,277,187.4048276
34060,24,16.23724138
34062,-176,-119.0731034
34064,-43,-29.09172414
34066,-71,-48.03517241
34068,-156,-105.542069
34070,-45,-30.44482759
34072,-55,-37.21034483
34074,-172,-116.3668966
34076,59,39.91655172
34078,-34,-23.00275862
34080,-163,-110.277931
34082,111,75.09724138
34084,-39,-26.38551724
34086,-94,-63.59586207
34088,71,48.03517241
34090,87,58.86
34092,0,0
34094,196,132.6041379
34096,115,77.80344828
34098,54,36.5337931
34100,219,148.1648276
34102,108,73.06758621
34104,77,52.09448276
34106,232,156.96
34108,232,156.96
34110,242,163.7255172
34112,526,355.8662069
34114,415,280.7689655
34116,382,258.4427586
34118,484,327.4510345
34120,472,319.3324138
34122,370,250.3241379
34124,594,401.8717241
34126,484,327.4510345
34128,638,431.64
34130,878,594.0124138
34132,814,550.7131034
34134,718,485.7641379
34136,761,514.8558621
34138,671,453.9662069
34140,618,418.1089655
34142,715,483.7344828
34144,568,384.2813793
34146,717,485.0875862
34148,912,617.0151724
34150,581,393.0765517
34152,618,418.1089655
34154,601,406.6075862
34156,395,267.237931
34158,414,280.0924138
34160,503,340.3055172
34162,233,157.6365517
34164,394,266.5613793
34166,400,270.6206897
34168,91,61.5662069
34170,123,83.21586207
34172,278,188.0813793
34174,-58,-39.24
34176,17,11.50137931
34178,155,104.8655172
34180,-134,-90.65793103
34182,-31,-20.97310345
34184,103,69.68482759
34186,-195,-131.9275862
34188,-45,-30.44482759
34190,-27,-18.26689655
34192,-200,-135.3103448
34194,-157,-106.2186207
34196,-44,-29.76827586
34198,-309,-209.0544828
34200,-187,-126.5151724
34202,-90,-60.88965517
34204,-220,-148.8413793
34206,-127,-85.92206897
34208,9,6.088965517
34210,-247,-167.1082759
34212,-110,-74.42068966
34214,-57,-38.56344828
34216,-431,-291.5937931
34218,-112,-75.7737931
34220,-307,-207.7013793
34222,-24,-16.23724138
34224,-199,-134.6337931
34226,-27,-18.26689655
34228,-200,-135.3103448
34230,2,1.353103448
34232,-32,-21.64965517
34234,-232,-156.96
34236,-91,-61.5662069
34238,-72,-48.71172414
34240,-97,-65.62551724
34242,51,34.50413793
34244,194,131.2510345
34246,-146,-98.77655172
34248,-7,-4.735862069
34250,-51,-34.50413793
34252,-219,-148.1648276
34254,1,0.676551724
34256,-145,-98.1
34258,-289,-195.5234483
34260,81,54.80068966
34262,-37,-25.03241379
34264,-204,-138.0165517
34266,-61,-41.26965517
34268,-212,-143.4289655
34270,-259,-175.2268966
34272,-47,-31.79793103
34274,-207,-140.0462069
34276,-98,-66.30206897
34278,-253,-171.1675862
34280,-515,-348.4241379
34282,-322,-217.8496552
34284,-147,-99.45310345
34286,-135,-91.33448276
34288,-325,-219.8793103
34290,-178,-120.4262069
34292,22,14.88413793
34294,-42,-28.41517241
34296,-49,-33.15103448
34298,-324,-219.2027586
34300,-384,-259.7958621
34302,-181,-122.4558621
34304,-174,-117.72
34306,-97,-65.62551724
34308,-92,-62.24275862
34310,-185,-125.162069
34312,-198,-133.9572414
34314,-37,-25.03241379
34316,6,4.059310345
34318,-192,-129.897931
34320,-41,-27.73862069
34322,-103,-69.68482759
34324,-58,-39.24
34326,29,19.62
34328,-66,-44.65241379
34330,8,5.412413793
34332,-32,-21.64965517
34334,-46,-31.12137931
34336,-22,-14.88413793
34338,-42,-28.41517241
34340,-53,-35.85724138
34342,-72,-48.71172414
34344,-129,-87.27517241
34346,-144,-97.42344828
34348,-133,-89.98137931
34350,-107,-72.39103448
34352,-45,-30.44482759
34354,-80,-54.12413793
34356,-214,-144.782069
34358,-151,-102.1593103
34360,-154,-104.1889655
34362,-177,-119.7496552
34364,-156,-105.542069
34366,-325,-219.8793103
34368,-461,-311.8903448
34370,-226,-152.9006897
34372,-209,-141.3993103
34374,-236,-159.6662069
34376,-215,-145.4586207
34378,-378,-255.7365517
34380,-472,-319.3324138
34382,-424,-286.857931
34384,-554,-374.8096552
34386,-619,-418.7855172
34388,-677,-458.0255172
34390,-672,-454.6427586
34392,-569,-384.957931
34394,-574,-388.3406897
34396,-516,-349.1006897
34398,-637,-430.9634483
34400,-696,-470.88
34402,-611,-413.3731034
34404,-748,-506.0606897
34406,-692,-468.1737931
34408,-614,-415.4027586
34410,-764,-516.8855172
34412,-638,-431.64
34414,-537,-363.3082759
34416,-686,-464.1144828
34418,-667,-451.26
34420,-612,-414.0496552
34422,-714,-483.057931
34424,-527,-356.5427586
34426,-542,-366.6910345
34428,-679,-459.3786207
34430,-568,-384.2813793
34432,-587,-397.1358621
34434,-686,-464.1144828
34436,-538,-363.9848276
34438,-540,-365.337931
34440,-670,-453.2896552
34442,-520,-351.8068966
34444,-549,-371.4268966
34446,-675,-456.6724138
34448,-560,-378.8689655
34450,-642,-434.3462069
34452,-722,-488.4703448
34454,-516,-349.1006897
34456,-617,-417.4324138
34458,-679,-459.3786207
34460,-478,-323.3917241
34462,-564,-381.5751724
34464,-635,-429.6103448
34466,-472,-319.3324138
34468,-567,-383.6048276
34470,-580,-392.4
34472,-408,-276.0331034
34474,-519,-351.1303448
34476,-522,-353.16
34478,-304,-205.6717241
34480,-473,-320.0089655
34482,-454,-307.1544828
34484,-311,-210.4075862
34486,-441,-298.3593103
34488,-379,-256.4131034
34490,-216,-146.1351724
34492,-395,-267.237931
34494,-329,-222.5855172
34496,-232,-156.96
34498,-420,-284.1517241
34500,-323,-218.5262069
34502,-199,-134.6337931
34504,-379,-256.4131034
34506,-283,-191.4641379
34508,-184,-124.4855172
34510,-354,-239.4993103
34512,-239,-161.6958621
34514,-128,-86.59862069
34516,-376,-254.3834483
34518,-237,-160.3427586
34520,-176,-119.0731034
34522,-357,-241.5289655
34524,-163,-110.277931
34526,-149,-100.8062069
34528,-327,-221.2324138
34530,-121,-81.86275862
34532,-129,-87.27517241
34534,-338,-228.6744828
34536,-148,-100.1296552
34538,-188,-127.1917241
34540,-345,-233.4103448
34542,-176,-119.0731034
34544,-222,-150.1944828
34546,-375,-253.7068966
34548,-173,-117.0434483
34550,-259,-175.2268966
34552,-380,-257.0896552
34554,-215,-145.4586207
34556,-285,-192.8172414
34558,-350,-236.7931034
34560,-185,-125.162069
34562,-286,-193.4937931
34564,-349,-236.1165517
34566,-172,-116.3668966
34568,-266,-179.9627586
34570,-336,-227.3213793
34572,-141,-95.3937931
34574,-267,-180.6393103
34576,-293,-198.2296552
34578,-122,-82.53931034
34580,-227,-153.5772414
34582,-264,-178.6096552
34584,-81,-54.80068966
34586,-174,-117.72
34588,-192,-129.897931
34590,0,0
34592,-170,-115.0137931
34594,-196,-132.6041379
34596,-20,-13.53103448
34598,-169,-114.3372414
34600,-156,-105.542069
34602,43,29.09172414
34604,-96,-64.94896552
34606,-79,-53.44758621
34608,71,48.03517241
34610,-72,-48.71172414
34612,-52,-35.18068966
34614,126,85.24551724
34616,-60,-40.59310345
34618,-3,-2.029655172
34620,169,114.3372414
34622,5,3.382758621
34624,57,38.56344828
34626,198,133.9572414
34628,-32,-21.64965517
34630,24,16.23724138
34632,139,94.04068966
34634,-9,-6.088965517
34636,18,12.17793103
34638,129,87.27517241
34640,-33,-22.3262069
34642,44,29.76827586
34644,144,97.42344828
34646,-82,-55.47724138
34648,-38,-25.70896552
34650,25,16.9137931
34652,-132,-89.30482759
34654,-54,-36.5337931
34656,57,38.56344828
34658,-82,-55.47724138
34660,-9,-6.088965517
34662,58,39.24
34664,-88,-59.53655172
34666,-1,-0.676551724
34668,23,15.56068966
34670,-103,-69.68482759
34672,-9,-6.088965517
34674,39,26.38551724
34676,-190,-128.5448276
34678,-254,-171.8441379
34680,-255,-172.5206897
34682,510,345.0413793
34684,220,148.8413793
34686,-403,-272.6503448
34688,27,18.26689655
34690,610,412.6965517
