Tick (ms),ADC Value,ForceValue
46980,-152,-102.8358621
46982,-147,-99.45310345
46984,-1,-0.676551724
46986,-193,-130.5744828
46988,-160,-108.2482759
46990,-6,-4.059310345
46992,-176,-119.0731034
46994,-85,-57.50689655
46996,18,12.17793103
46998,-127,-85.92206897
47000,-47,-31.79793103
47002,50,33.82758621
47004,-88,-59.53655172
47006,-16,-10.82482759
47008,63,42.62275862
47010,-202,-136.6634483
47012,-302,-204.3186207
47014,-285,-192.8172414
47016,110,74.42068966
47018,118,79.83310345
47020,19,12.85448276
47022,-127,-85.92206897
47024,-86,-58.18344828
47026,175,118.3965517
47028,115,77.80344828
47030,72,48.71172414
47032,257,173.8737931
47034,181,122.4558621
47036,494,334.2165517
47038,487,329.4806897
47040,377,255.06
47042,438,296.3296552
47044,466,315.2731034
47046,367,248.2944828
47048,448,303.0951724
47050,288,194.8468966
47052,260,175.9034483
47054,617,417.4324138
47056,1072,725.2634483
47058,547,370.0737931
47060,851,575.7455172
47062,708,478.9986207
47064,896,606.1903448
47066,767,518.9151724
47068,941,636.6351724
47070,672,454.6427586
47072,690,466.8206897
47074,-345,-233.4103448
47076,685,463.437931
47078,491,332.1868966
47080,1007,681.2875862
47082,1154,780.7406897
47084,978,661.6675862
47086,1683,1138.636552
47088,1263,854.4848276
47090,1210,818.6275862
47092,1139,770.5924138
47094,959,648.8131034
47096,1314,888.9889655
47098,1714,1159.609655
47100,1759,1190.054483
47102,2149,1453.909655
47104,2135,1444.437931
47106,2100,1420.758621
47108,2251,1522.917931
47110,1702,1151.491034
47112,1666,1127.135172
47114,2190,1481.648276
47116,2265,1532.389655
47118,2428,1642.667586
47120,2897,1959.970345
47122,2518,1703.557241
47124,2450,1657.551724
47126,2464,1667.023448
47128,2127,1439.025517
47130,2295,1552.686207
47132,2483,1679.877931
47134,2158,1459.998621
47136,2167,1466.087586
47138,2142,1449.173793
47140,1791,1211.704138
47142,1739,1176.523448
47144,1729,1169.757931
47146,1288,871.3986207
47148,1216,822.6868966
47150,1303,881.5468966
47152,936,633.2524138
47154,841,568.98
47156,900,608.8965517
47158,443,299.7124138
47160,389,263.1786207
47162,406,274.68
47164,71,48.03517241
47166,189,127.8682759
47168,294,198.9062069
47170,-71,-48.03517241
47172,22,14.88413793
47174,222,150.1944828
47176,-21,-14.20758621
47178,85,57.50689655
47180,222,150.1944828
47182,-14,-9.471724138
47184,62,41.9462069
47186,284,192.1406897
47188,54,36.5337931
47190,42,28.41517241
47192,342,231.3806897
47194,21,14.20758621
47196,211,142.7524138
47198,489,330.8337931
47200,295,199.5827586
47202,268,181.3158621
47204,330,223.262069
47206,381,257.7662069
47208,297,200.9358621
47210,385,260.4724138
47212,326,220.5558621
47214,399,269.9441379
47216,533,360.602069
47218,472,319.3324138
47220,348,235.44
47222,512,346.3944828
47224,315,213.1137931
47226,353,238.8227586
47228,448,303.0951724
47230,340,230.0275862
47232,278,188.0813793
47234,645,436.3758621
47236,270,182.6689655
47238,380,257.0896552
47240,383,259.1193103
47242,199,134.6337931
47244,229,154.9303448
47246,319,215.82
47248,149,100.8062069
47250,358,242.2055172
47252,353,238.8227586
47254,311,210.4075862
47256,361,244.2351724
47258,324,219.2027586
47260,247,167.1082759
47262,240,162.3724138
47264,383,259.1193103
47266,184,124.4855172
47268,321,217.1731034
47270,394,266.5613793
47272,223,150.8710345
47274,276,186.7282759
47276,329,222.5855172
47278,69,46.68206897
47280,272,184.022069
47282,264,178.6096552
47284,155,104.8655172
47286,285,192.8172414
47288,253,171.1675862
47290,98,66.30206897
47292,300,202.9655172
47294,223,150.8710345
47296,64,43.29931034
47298,211,142.7524138
47300,192,129.897931
47302,82,55.47724138
47304,230,155.6068966
47306,146,98.77655172
47308,32,21.64965517
47310,134,90.65793103
47312,-16,-10.82482759
47314,-85,-57.50689655
47316,51,34.50413793
47318,-30,-20.29655172
47320,-172,-116.3668966
47322,20,13.53103448
47324,-154,-104.1889655
47326,-248,-167.7848276
47328,-191,-129.2213793
47330,-48,-32.47448276
47332,-460,-311.2137931
47334,84,56.83034483
47336,-390,-263.8551724
47338,-198,-133.9572414
47340,-229,-154.9303448
47342,-284,-192.1406897
47344,-359,-242.882069
47346,-307,-207.7013793
47348,-428,-289.5641379
47350,-178,-120.4262069
47352,-232,-156.96
47354,-338,-228.6744828
47356,-214,-144.782069
47358,-199,-134.6337931
47360,-283,-191.4641379
47362,-280,-189.4344828
47364,-281,-190.1110345
47366,-369,-249.6475862
47368,-245,-165.7551724
47370,-221,-149.517931
47372,-289,-195.5234483
47374,-154,-104.1889655
47376,-152,-102.8358621
47378,-284,-192.1406897
47380,-177,-119.7496552
47382,-116,-78.48
47384,-253,-171.1675862
47386,-64,-43.29931034
47388,-98,-66.30206897
47390,-151,-102.1593103
47392,64,43.29931034
47394,-15,-10.14827586
47396,-117,-79.15655172
47398,26,17.59034483
47400,-69,-46.68206897
47402,-114,-77.12689655
47404,145,98.1
47406,-18,-12.17793103
47408,89,60.21310345
47410,180,121.7793103
47412,6,4.059310345
47414,-189,-127.8682759
47416,58,39.24
47418,48,32.47448276
47420,-20,-13.53103448
47422,136,92.01103448
47424,-85,-57.50689655
47426,99,66.97862069
47428,141,95.3937931
47430,93,62.91931034
47432,69,46.68206897
47434,28,18.94344828
47436,-7,-4.735862069
47438,-27,-18.26689655
47440,68,46.00551724
47442,-122,-82.53931034
47444,81,54.80068966
47446,-30,-20.29655172
47448,5,3.382758621
47450,-27,-18.26689655
47452,2,1.353103448
47454,-44,-29.76827586
47456,-34,-23.00275862
47458,-57,-38.56344828
47460,-142,-96.07034483
47462,-559,-378.1924138
47464,-1,-0.676551724
47466,-534,-361.2786207
47468,33,22.3262069
47470,-219,-148.1648276
47472,-244,-165.0786207
47474,-194,-131.2510345
47476,-315,-213.1137931
47478,-329,-222.5855172
47480,-409,-276.7096552
47482,-505,-341.6586207
47484,-458,-309.8606897
47486,-435,-294.3
47488,-414,-280.0924138
47490,-415,-280.7689655
47492,-359,-242.882069
47494,-434,-293.6234483
47496,-463,-313.2434483
47498,-458,-309.8606897
47500,-545,-368.7206897
47502,-485,-328.1275862
47504,-391,-264.5317241
47506,-488,-330.1572414
47508,-423,-286.1813793
47510,-364,-246.2648276
47512,-496,-335.5696552
47514,-455,-307.8310345
47516,-289,-195.5234483
47518,-454,-307.1544828
47520,-378,-255.7365517
47522,-283,-191.4641379
47524,-417,-282.122069
47526,-375,-253.7068966
47528,-283,-191.4641379
47530,-498,-336.9227586
47532,-401,-271.2972414
47534,-336,-227.3213793
47536,-482,-326.097931
47538,-374,-253.0303448
47540,-391,-264.5317241
47542,-551,-372.78
47544,-446,-301.742069
47546,-430,-290.9172414
47548,-600,-405.9310345
47550,-457,-309.1841379
47552,-447,-302.4186207
47554,-601,-406.6075862
47556,-460,-311.2137931
47558,-405,-274.0034483
47560,-566,-382.9282759
47562,-445,-301.0655172
47564,-433,-292.9468966
47566,-651,-440.4351724
47568,-481,-325.4213793
47570,-527,-356.5427586
47572,-575,-389.0172414
47574,-367,-248.2944828
47576,-427,-288.8875862
47578,-510,-345.0413793
47580,-399,-269.9441379
47582,-293,-198.2296552
47584,-431,-291.5937931
47586,-244,-165.0786207
47588,-298,-201.6124138
47590,-352,-238.1462069
47592,-182,-123.1324138
47594,-144,-97.42344828
47596,-244,-165.0786207
47598,-1,-0.676551724
47600,-158,-106.8951724
47602,-157,-106.2186207
47604,62,41.9462069
47606,-86,-58.18344828
47608,-67,-45.32896552
47610,85,57.50689655
47612,-119,-80.50965517
47614,-25,-16.9137931
47616,138,93.36413793
47618,22,14.88413793
47620,48,32.47448276
47622,182,123.1324138
47624,89,60.21310345
47626,118,79.83310345
47628,236,159.6662069
47630,69,46.68206897
47632,151,102.1593103
47634,204,138.0165517
47636,128,86.59862069
47638,192,129.897931
47640,244,165.0786207
47642,103,69.68482759
47644,191,129.2213793
47646,226,152.9006897
47648,40,27.06206897
47650,140,94.71724138
47652,165,111.6310345
47654,27,18.26689655
47656,157,106.2186207
47658,136,92.01103448
47660,9,6.088965517
47662,93,62.91931034
47664,88,59.53655172
47666,-43,-29.09172414
47668,63,42.62275862
47670,52,35.18068966
47672,-59,-39.91655172
47674,44,29.76827586
47676,-3,-2.029655172
47678,-110,-74.42068966
47680,-44,-29.76827586
47682,-91,-61.5662069
47684,-156,-105.542069
47686,-23,-15.56068966
47688,-106,-71.71448276
47690,-166,-112.3075862
47692,-6,-4.059310345
47694,-88,-59.53655172
47696,-174,-117.72
47698,-30,-20.29655172
47700,-140,-94.71724138
47702,-166,-112.3075862
47704,62,41.9462069
47706,-54,-36.5337931
47708,-18,-12.17793103
47710,118,79.83310345
47712,45,30.44482759
47714,17,11.50137931
47716,189,127.8682759
47718,36,24.35586207
47720,36,24.35586207
47722,183,123.8089655
47724,105,71.03793103
47726,135,91.33448276
47728,289,195.5234483
47730,192,129.897931
47732,186,125.8386207
47734,354,239.4993103
47736,237,160.3427586
47738,267,180.6393103
47740,392,265.2082759
47742,237,160.3427586
47744,248,167.7848276
47746,392,265.2082759
47748,252,170.4910345
47750,300,202.9655172
47752,437,295.6531034
47754,264,178.6096552
47756,362,244.9117241
47758,441,298.3593103
47760,269,181.9924138
47762,369,249.6475862
47764,491,332.1868966
47766,337,227.997931
47768,486,328.8041379
47770,599,405.2544828
47772,403,272.6503448
47774,519,351.1303448
47776,620,419.462069
47778,369,249.6475862
47780,529,357.8958621
47782,671,453.9662069
47784,479,324.0682759
47786,623,421.4917241
47788,678,458.702069
47790,433,292.9468966
47792,561,379.5455172
47794,568,384.2813793
47796,336,227.3213793
47798,540,365.337931
47800,571,386.3110345
47802,457,309.1841379
47804,441,298.3593103
47806,553,374.1331034
47808,308,208.377931
47810,322,217.8496552
47812,610,412.6965517
47814,348,235.44
47816,715,483.7344828
47818,514,347.7475862
47820,365,246.9413793
47822,509,344.3648276
47824,520,351.8068966
47826,452,305.8013793
47828,569,384.957931
47830,401,271.2972414
47832,484,327.4510345
47834,845,571.6862069
47836,864,584.5406897
47838,679,459.3786207
47840,714,483.057931
47842,788,533.1227586
47844,314,212.4372414
47846,4,2.706206897
47848,121,81.86275862
47850,392,265.2082759
47852,559,378.1924138
47854,999,675.8751724
47856,1548,1047.302069
47858,1405,950.5551724
47860,1807,1222.528966
47862,1470,994.5310345
47864,1262,853.8082759
47866,1087,735.4117241
47868,1211,819.3041379
47870,1898,1284.095172
47872,2206,1492.473103
47874,2380,1610.193103
47876,2756,1864.576552
47878,2647,1790.832414
47880,2458,1662.964138
47882,2432,1645.373793
47884,2293,1551.333103
47886,2401,1624.40069
47888,2816,1905.169655
47890,2853,1930.202069
47892,2822,1909.228966
47894,2936,1986.355862
47896,2560,1731.972414
47898,2432,1645.373793
47900,2517,1702.88069
47902,2175,1471.5
47904,2094,1416.69931
47906,2333,1578.395172
47908,2158,1459.998621
47910,1889,1278.006207
47912,1959,1325.364828
47914,1509,1020.916552
47916,1182,799.6841379
47918,1328,898.4606897
47920,962,650.8427586
47922,769,520.2682759
47924,832,562.8910345
47926,488,330.1572414
47928,241,163.0489655
47930,299,202.2889655
47932,14,9.471724138
47934,-45,-30.44482759
47936,34,23.00275862
47938,-193,-130.5744828
47940,-254,-171.8441379
47942,-4,-2.706206897
47944,-68,-46.00551724
47946,-302,-204.3186207
47948,-4,-2.706206897
47950,-72,-48.71172414
47952,-122,-82.53931034
47954,86,58.18344828
47956,107,72.39103448
47958,-141,-95.3937931
47960,-13,-8.795172414
47962,5,3.382758621
47964,22,14.88413793
47966,143,96.74689655
47968,158,106.8951724
47970,121,81.86275862
47972,208,140.7227586
47974,163,110.277931
47976,46,31.12137931
47978,90,60.88965517
47980,38,25.70896552
47982,144,97.42344828
47984,231,156.2834483
47986,314,212.4372414
47988,356,240.8524138
47990,393,265.8848276
47992,345,233.4103448
47994,246,166.4317241
47996,204,138.0165517
47998,155,104.8655172
48000,155,104.8655172
48002,200,135.3103448
48004,187,126.5151724
48006,172,116.3668966
48008,140,94.71724138
48010,66,44.65241379
48012,-19,-12.85448276
48014,-119,-80.50965517
48016,-181,-122.4558621
48018,-205,-138.6931034
48020,-197,-133.2806897
48022,-166,-112.3075862
48024,-200,-135.3103448
48026,-228,-154.2537931
48028,-305,-206.3482759
48030,-366,-247.617931
48032,-429,-290.2406897
48034,-443,-299.7124138
48036,-422,-285.5048276
48038,-407,-275.3565517
48040,-385,-260.4724138
48042,-411,-278.0627586
48044,-417,-282.122069
48046,-496,-335.5696552
48048,-504,-340.982069
48050,-514,-347.7475862
48052,-525,-355.1896552
48054,-496,-335.5696552
48056,-492,-332.8634483
48058,-501,-338.9524138
48060,-471,-318.6558621
48062,-484,-327.4510345
48064,-487,-329.4806897
48066,-516,-349.1006897
48068,-507,-343.0117241
48070,-486,-328.8041379
48072,-444,-300.3889655
48074,-440,-297.6827586
48076,-395,-267.237931
48078,-418,-282.7986207
48080,-366,-247.617931
48082,-375,-253.7068966
48084,-360,-243.5586207
48086,-314,-212.4372414
48088,-316,-213.7903448
48090,-287,-194.1703448
48092,-280,-189.4344828
48094,-281,-190.1110345
48096,-257,-173.8737931
48098,-225,-152.2241379
48100,-244,-165.0786207
48102,-230,-155.6068966
48104,-213,-144.1055172
48106,-202,-136.6634483
48108,-207,-140.0462069
48110,-213,-144.1055172
48112,-230,-155.6068966
48114,-205,-138.6931034
48116,-186,-125.8386207
48118,-176,-119.0731034
48120,-160,-108.2482759
48122,-174,-117.72
48124,-162,-109.6013793
48126,-192,-129.897931
48128,-203,-137.34
48130,-208,-140.7227586
48132,-194,-131.2510345
48134,-186,-125.8386207
48136,-146,-98.77655172
48138,-156,-105.542069
48140,-172,-116.3668966
48142,-210,-142.0758621
48144,-216,-146.1351724
48146,-215,-145.4586207
48148,-207,-140.0462069
48150,-197,-133.2806897
48152,-177,-119.7496552
48154,-176,-119.0731034
48156,-182,-123.1324138
48158,-207,-140.0462069
48160,-204,-138.0165517
48162,-193,-130.5744828
48164,-190,-128.5448276
48166,-183,-123.8089655
48168,-152,-102.8358621
48170,-136,-92.01103448
48172,-123,-83.21586207
48174,-107,-72.39103448
48176,-132,-89.30482759
48178,-140,-94.71724138
48180,-116,-78.48
48182,-119,-80.50965517
48184,-119,-80.50965517
48186,-87,-58.86
48188,-75,-50.74137931
48190,-67,-45.32896552
48192,-64,-43.29931034
48194,-64,-43.29931034
48196,-63,-42.62275862
48198,-76,-51.41793103
48200,-55,-37.21034483
48202,-58,-39.24
48204,-38,-25.70896552
48206,-52,-35.18068966
48208,-46,-31.12137931
48210,-72,-48.71172414
48212,-90,-60.88965517
48214,-80,-54.12413793
48216,-75,-50.74137931
48218,-63,-42.62275862
48220,-51,-34.50413793
48222,-30,-20.29655172
48224,-24,-16.23724138
48226,-17,-11.50137931
48228,0,0
48230,0,0
48232,-7,-4.735862069
48234,22,14.88413793
48236,61,41.26965517
48238,84,56.83034483
48240,81,54.80068966
48242,110,74.42068966
48244,120,81.1862069
48246,116,78.48
48248,133,89.98137931
48250,161,108.9248276
48252,158,106.8951724
48254,194,131.2510345
48256,203,137.34
48258,229,154.9303448
48260,231,156.2834483
48262,219,148.1648276
48264,240,162.3724138
48266,247,167.1082759
48268,285,192.8172414
48270,273,184.6986207
48272,307,207.7013793
48274,301,203.642069
48276,315,213.1137931
48278,274,185.3751724
48280,283,191.4641379
48282,277,187.4048276
48284,262,177.2565517
48286,266,179.9627586
48288,248,167.7848276
48290,256,173.1972414
48292,267,180.6393103
48294,232,156.96
48296,211,142.7524138
48298,230,155.6068966
48300,229,154.9303448
48302,212,143.4289655
48304,222,150.1944828
48306,205,138.6931034
48308,194,131.2510345
48310,210,142.0758621
48312,190,128.5448276
48314,173,117.0434483
48316,162,109.6013793
48318,189,127.8682759
48320,162,109.6013793
48322,178,120.4262069
48324,156,105.542069
48326,149,100.8062069
48328,150,101.4827586
48330,138,93.36413793
48332,133,89.98137931
48334,144,97.42344828
48336,135,91.33448276
48338,147,99.45310345
48340,117,79.15655172
48342,132,89.30482759
48344,98,66.30206897
48346,89,60.21310345
48348,111,75.09724138
48350,96,64.94896552
48352,100,67.65517241
48354,104,70.36137931
48356,106,71.71448276
48358,69,46.68206897
48360,56,37.88689655
48362,54,36.5337931
48364,30,20.29655172
48366,46,31.12137931
48368,61,41.26965517
48370,64,43.29931034
48372,26,17.59034483
48374,14,9.471724138
48376,25,16.9137931
48378,-13,-8.795172414
48380,-33,-22.3262069
48382,-32,-21.64965517
48384,-43,-29.09172414
48386,-25,-16.9137931
48388,-26,-17.59034483
48390,-34,-23.00275862
48392,-51,-34.50413793
48394,-96,-64.94896552
48396,-89,-60.21310345
48398,-115,-77.80344828
48400,-129,-87.27517241
48402,-126,-85.24551724
48404,-99,-66.97862069
48406,-113,-76.45034483
48408,-105,-71.03793103
48410,-123,-83.21586207
48412,-137,-92.68758621
48414,-107,-72.39103448
48416,-142,-96.07034483
48418,-133,-89.98137931
48420,-127,-85.92206897
48422,-141,-95.3937931
48424,-116,-78.48
48426,-144,-97.42344828
48428,-112,-75.7737931
48430,-142,-96.07034483
48432,-118,-79.83310345
48434,-137,-92.68758621
48436,-113,-76.45034483
48438,-119,-80.50965517
48440,-132,-89.30482759
48442,-120,-81.1862069
48444,-130,-87.95172414
48446,-101,-68.33172414
48448,-63,-42.62275862
48450,-96,-64.94896552
48452,-98,-66.30206897
48454,-98,-66.30206897
48456,-103,-69.68482759
48458,-88,-59.53655172
48460,-101,-68.33172414
48462,-76,-51.41793103
48464,-66,-44.65241379
48466,-53,-35.85724138
48468,-36,-24.35586207
48470,-48,-32.47448276
48472,-78,-52.77103448
48474,-69,-46.68206897
48476,-55,-37.21034483
48478,-60,-40.59310345
48480,-44,-29.76827586
48482,-42,-28.41517241
48484,1,0.676551724
48486,-26,-17.59034483
48488,1,0.676551724
48490,-3,-2.029655172
48492,-37,-25.03241379
48494,-11,-7.442068966
48496,4,2.706206897
48498,12,8.11862069
48500,28,18.94344828
48502,16,10.82482759
48504,22,14.88413793
48506,29,19.62
48508,21,14.20758621
48510,19,12.85448276
48512,40,27.06206897
48514,37,25.03241379
48516,61,41.26965517
48518,63,42.62275862
48520,48,32.47448276
48522,81,54.80068966
48524,90,60.88965517
48526,79,53.44758621
48528,70,47.35862069
48530,105,71.03793103
48532,77,52.09448276
48534,99,66.97862069
48536,127,85.92206897
48538,131,88.62827586
48540,124,83.89241379
48542,123,83.21586207
48544,125,84.56896552
48546,129,87.27517241
48548,134,90.65793103
48550,162,109.6013793
48552,157,106.2186207
48554,159,107.5717241
48556,191,129.2213793
48558,204,138.0165517
48560,200,135.3103448
48562,199,134.6337931
48564,205,138.6931034
48566,227,153.5772414
48568,219,148.1648276
48570,224,151.5475862
48572,223,150.8710345
48574,211,142.7524138
48576,248,167.7848276
48578,243,164.402069
48580,253,171.1675862
48582,290,196.2
48584,276,186.7282759
48586,269,181.9924138
48588,260,175.9034483
48590,230,155.6068966
48592,242,163.7255172
48594,255,172.5206897
48596,284,192.1406897
48598,296,200.2593103
48600,287,194.1703448
48602,273,184.6986207
48604,268,181.3158621
48606,268,181.3158621
48608,250,169.137931
48610,266,179.9627586
48612,264,178.6096552
48614,252,170.4910345
48616,287,194.1703448
48618,285,192.8172414
48620,272,184.022069
48622,266,179.9627586
48624,235,158.9896552
48626,230,155.6068966
48628,223,150.8710345
48630,228,154.2537931
48632,255,172.5206897
48634,263,177.9331034
48636,256,173.1972414
48638,250,169.137931
48640,238,161.0193103
48642,223,150.8710345
48644,194,131.2510345
48646,237,160.3427586
48648,238,161.0193103
48650,257,173.8737931
48652,233,157.6365517
